age,edu_level,fav_animals,fav_place,gender,experience,industry,motivation,Cluster,Cluster_Description
45-54,Średnie,Koty,,Kobieta,Powyżej 10 lat,Opieka,Większe zarobki,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
45-54,Wyższe,Koty,W górach,Mężczyzna,6-10,Poligrafia,Większe zarobki,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
25-34,Wyższe,Psy,W lesie,Mężczyzna,Powyżej 10 lat,Hotelarstwo,Nowa kariera,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
45-54,Wyższe,Koty,,Kobieta,Powyżej 10 lat,Edukacja,Pasja,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
18-24,Wyższe,Inne,,Mężczyzna,Powyżej 10 lat,Motoryzacja,Rozwój osobisty,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Psy,,Mężczyzna,Powyżej 10 lat,Poligrafia,Nowa kariera,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
35-44,Średnie,Psy,Nad wodą,Mężczyzna,Brak doświadczenia,Zdrowie,Nowa kariera,Cluster 0,"{'name': 'Doświadczeni nad wodą', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą. Większość z nich ma doświadczenie zawodowe od 6 do 10 lat i pracuje w różnych branżach, takich jak IT, automatyzacja czy transport. Ich motywacją jest często nowa kariera lub pasja.'}"
35-44,Wyższe,Psy,W górach,Mężczyzna,Powyżej 10 lat,Energetyka,Pasja,Cluster 3,"{'name': 'Miłośnicy gór i kotów', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w logistyce, usługach czy produkcji. Ich motywacją jest rozwój osobisty, pasja i większe zarobki.'}"
35-44,Wyższe,Inne,Nad wodą,Kobieta,Powyżej 10 lat,Opieka,Rozwój osobisty,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Koty,Nad wodą,Mężczyzna,Powyżej 10 lat,Budowlana,Polecenie znajomych,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
35-44,Wyższe,Psy,W górach,Kobieta,1-2,Architektura,Polecenie znajomych,Cluster 5,"{'name': 'Poleceni profesjonaliści', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w energetyce zawodowej, obsłudze klienta czy nieruchomościach. Ich główną motywacją są polecenia znajomych.'}"
35-44,Wyższe,Psy,W lesie,Mężczyzna,Powyżej 10 lat,Administracja publiczna,Nowa kariera,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
55-64,Wyższe,Koty,W lesie,Mężczyzna,3-5,Logistyka,Rozwój osobisty,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
>=65,Wyższe,Psy,Nad wodą,Mężczyzna,6-10,Ochrona środowiska,Nowa kariera,Cluster 0,"{'name': 'Doświadczeni nad wodą', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą. Większość z nich ma doświadczenie zawodowe od 6 do 10 lat i pracuje w różnych branżach, takich jak IT, automatyzacja czy transport. Ich motywacją jest często nowa kariera lub pasja.'}"
35-44,Wyższe,Koty,Nad wodą,Kobieta,Powyżej 10 lat,Produkcja,Większe zarobki,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
35-44,Wyższe,Psy,,Mężczyzna,6-10,Obsługa klienta,Nowa kariera,Cluster 0,"{'name': 'Doświadczeni nad wodą', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą. Większość z nich ma doświadczenie zawodowe od 6 do 10 lat i pracuje w różnych branżach, takich jak IT, automatyzacja czy transport. Ich motywacją jest często nowa kariera lub pasja.'}"
35-44,Wyższe,Psy,W lesie,Mężczyzna,Powyżej 10 lat,Inżynieria,Nowa kariera,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
45-54,Wyższe,Psy,W górach,Mężczyzna,Powyżej 10 lat,Motoryzacja,Polecenie znajomych,Cluster 5,"{'name': 'Poleceni profesjonaliści', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w energetyce zawodowej, obsłudze klienta czy nieruchomościach. Ich główną motywacją są polecenia znajomych.'}"
18-24,Średnie,Psy,Nad wodą,Mężczyzna,Powyżej 10 lat,Logistyka,Polecenie znajomych,Cluster 7,"{'name': 'Średnio wykształceni górale', 'description': 'W tym klastrze znajdują się osoby w wieku 25-54 lat, ze średnim wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w IT, transporcie czy ochronie środowiska. Ich główną motywacją są polecenia znajomych i nowa kariera.'}"
45-54,Średnie,Psy,Nad wodą,Mężczyzna,Powyżej 10 lat,Obsługa klienta,Polecenie znajomych,Cluster 7,"{'name': 'Średnio wykształceni górale', 'description': 'W tym klastrze znajdują się osoby w wieku 25-54 lat, ze średnim wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w IT, transporcie czy ochronie środowiska. Ich główną motywacją są polecenia znajomych i nowa kariera.'}"
35-44,Wyższe,Psy,Nad wodą,Mężczyzna,Powyżej 10 lat,Nieruchomości,Większe zarobki,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Średnie,Brak ulubionych,W górach,Mężczyzna,Powyżej 10 lat,Bezrobotny,Polecenie znajomych,Cluster 7,"{'name': 'Średnio wykształceni górale', 'description': 'W tym klastrze znajdują się osoby w wieku 25-54 lat, ze średnim wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w IT, transporcie czy ochronie środowiska. Ich główną motywacją są polecenia znajomych i nowa kariera.'}"
>=65,Średnie,Psy,,Mężczyzna,Powyżej 10 lat,Logistyka,Rozwój osobisty,Cluster 7,"{'name': 'Średnio wykształceni górale', 'description': 'W tym klastrze znajdują się osoby w wieku 25-54 lat, ze średnim wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w IT, transporcie czy ochronie środowiska. Ich główną motywacją są polecenia znajomych i nowa kariera.'}"
45-54,Wyższe,Psy,Nad wodą,Mężczyzna,Powyżej 10 lat,Automotive,Pasja,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Psy,W górach,Mężczyzna,Powyżej 10 lat,Produkcja,Rozwój osobisty,Cluster 1,"{'name': 'Młodzi profesjonaliści', 'description': 'W tym klastrze znajdują się głównie młodsze osoby w wieku 25-34 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w finansach, inżynierii czy e-commerce. Ich główną motywacją są większe zarobki.'}"
35-44,Wyższe,Brak ulubionych,Nad wodą,Mężczyzna,Powyżej 10 lat,Energetyka,Rozwój osobisty,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Psy,W lesie,Mężczyzna,Powyżej 10 lat,Budowlana,Polecenie znajomych,Cluster 5,"{'name': 'Poleceni profesjonaliści', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w energetyce zawodowej, obsłudze klienta czy nieruchomościach. Ich główną motywacją są polecenia znajomych.'}"
45-54,Wyższe,Psy,,Kobieta,Powyżej 10 lat,Inżynieria,Pasja,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Koty i Psy,Nad wodą,Mężczyzna,Powyżej 10 lat,E-commerce,Pasja,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
45-54,Wyższe,Koty,W górach,Mężczyzna,Powyżej 10 lat,Kadry (HR),Pasja,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
45-54,Wyższe,Psy,W lesie,Mężczyzna,Powyżej 10 lat,Automatyka i robotyka,Większe zarobki,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
45-54,Wyższe,Psy,Nad wodą,Kobieta,1-2,Energetyka zawodowa,Polecenie znajomych,Cluster 5,"{'name': 'Poleceni profesjonaliści', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w energetyce zawodowej, obsłudze klienta czy nieruchomościach. Ich główną motywacją są polecenia znajomych.'}"
35-44,Wyższe,Psy,Nad wodą,Mężczyzna,1-2,Motoryzacja,Pasja,Cluster 0,"{'name': 'Doświadczeni nad wodą', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą. Większość z nich ma doświadczenie zawodowe od 6 do 10 lat i pracuje w różnych branżach, takich jak IT, automatyzacja czy transport. Ich motywacją jest często nowa kariera lub pasja.'}"
45-54,Wyższe,Inne,Nad wodą,Kobieta,Powyżej 10 lat,E-commerce,Większe zarobki,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
45-54,Wyższe,Psy,W górach,Mężczyzna,Powyżej 10 lat,Energetyka zawodowa,Nowa kariera,Cluster 2,"{'name': 'Karierowicze w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w administracji publicznej, nieruchomościach czy motoryzacji. Ich główną motywacją jest nowa kariera.'}"
55-64,Wyższe,Inne,,Mężczyzna,Powyżej 10 lat,Logistyka i Transport,Nowa kariera,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
45-54,Wyższe,Psy,W górach,Kobieta,Powyżej 10 lat,Inżynieria,Większe zarobki,Cluster 1,"{'name': 'Młodzi profesjonaliści', 'description': 'W tym klastrze znajdują się głównie młodsze osoby w wieku 25-34 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w finansach, inżynierii czy e-commerce. Ich główną motywacją są większe zarobki.'}"
25-34,Wyższe,Koty,Nad wodą,Mężczyzna,Powyżej 10 lat,Finanse,Większe zarobki,Cluster 1,"{'name': 'Młodzi profesjonaliści', 'description': 'W tym klastrze znajdują się głównie młodsze osoby w wieku 25-34 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w finansach, inżynierii czy e-commerce. Ich główną motywacją są większe zarobki.'}"
45-54,Wyższe,Psy,W górach,Kobieta,1-2,Energetyka zawodowa,Polecenie znajomych,Cluster 5,"{'name': 'Poleceni profesjonaliści', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w energetyce zawodowej, obsłudze klienta czy nieruchomościach. Ich główną motywacją są polecenia znajomych.'}"
35-44,Wyższe,Inne,,Kobieta,1-2,Energetyka zawodowa,Polecenie znajomych,Cluster 0,"{'name': 'Doświadczeni nad wodą', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą. Większość z nich ma doświadczenie zawodowe od 6 do 10 lat i pracuje w różnych branżach, takich jak IT, automatyzacja czy transport. Ich motywacją jest często nowa kariera lub pasja.'}"
35-44,Wyższe,Koty,Inne,Kobieta,Powyżej 10 lat,Automotive,Nowa kariera,Cluster 3,"{'name': 'Miłośnicy gór i kotów', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w logistyce, usługach czy produkcji. Ich motywacją jest rozwój osobisty, pasja i większe zarobki.'}"
45-54,Wyższe,Inne,W lesie,Mężczyzna,Powyżej 10 lat,Transport,Pasja,Cluster 4,"{'name': 'Kreatywni w lesie', 'description': 'W tym klastrze znajdują się osoby w wieku 45-54 lat, z wyższym wykształceniem, które preferują spędzanie czasu w lesie i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w e-commerce, motoryzacji czy obsłudze klienta. Ich główną motywacją jest pasja.'}"
25-34,Wyższe,Psy,W górach,Mężczyzna,Powyżej 10 lat,Wellness,Nowa kariera,Cluster 1,"{'name': 'Młodzi profesjonaliści', 'description': 'W tym klastrze znajdują się głównie młodsze osoby w wieku 25-34 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w finansach, inżynierii czy e-commerce. Ich główną motywacją są większe zarobki.'}"
35-44,Wyższe,Brak ulubionych,W górach,Mężczyzna,Powyżej 10 lat,Transport,Pasja,Cluster 3,"{'name': 'Miłośnicy gór i kotów', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu w górach i lubią koty. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w logistyce, usługach czy produkcji. Ich motywacją jest rozwój osobisty, pasja i większe zarobki.'}"
55-64,Wyższe,Koty i Psy,Nad wodą,Kobieta,Powyżej 10 lat,IT,Większe zarobki,Cluster 6,"{'name': 'Doświadczeni nad wodą z psami', 'description': 'W tym klastrze znajdują się osoby w wieku 35-44 lat, z wyższym wykształceniem, które preferują spędzanie czasu nad wodą i lubią psy. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w różnych branżach, takich jak automotive, wellness czy budowlana. Ich motywacją jest rozwój osobisty i pasja.'}"
18-24,Podstawowe,Brak ulubionych,Inne,Mężczyzna,6-10,Nieruchomości,Nowa kariera,Cluster 7,"{'name': 'Średnio wykształceni górale', 'description': 'W tym klastrze znajdują się osoby w wieku 25-54 lat, ze średnim wykształceniem, które preferują spędzanie czasu w górach. Większość z nich ma ponad 10 lat doświadczenia zawodowego i pracuje w IT, transporcie czy ochronie środowiska. Ich główną motywacją są polecenia znajomych i nowa kariera.'}"
<18,Podstawowe,Brak ulubionych,Nad wodą,Kobieta,Powyżej 10 lat,Kadry (HR),Rozwój osobisty,,
35-44,Średnie,Koty,W górach,Mężczyzna,6-10,Logistyka,Nowa kariera,,
